gene_name	sample_index	chr	pathogenic_flag
HMGB4	6	1	0
NCDN	6	1	0
CSF3R	6	1	0
ZC3H12A	6	1	0
DNALI1	6	1	0
EPHA10	6	1	0
NT5C1A	6	1	0
TMCO2	6	1	0
ZMPSTE24	6	1	0
FOXO6	6	1	0
YBX1	6	1	0
MPL	6	1	0
KIF2C	6	1	0
BTBD19	6	1	0
TSPAN1	6	1	0
LRRC41	6	1	0
CYP4A11	6	1	0
CC2D1B	6	1	0
CYB5RL	6	1	0
ACOT11	6	1	0
BSND	6	1	0
DAB1	6	1	0
USP1	6	1	0
PGM1	6	1	0
RPE65	6	1	0
USP33	6	1	0
IFI44	6	1	0
PRKACB	6	1	0
MCOLN3	6	1	0
CLCA4	6	1	0
BTBD8	6	1	0
ARHGAP29	6	1	0
SLC44A3	6	1	0
CNN3	6	1	0
TMEM56	6	1	0
WDR47	6	1	0
CYB561D1	6	1	0
GPR61	6	1	0
GSTM2	6	1	0
KCNA3	6	1	0
LRIF1	6	1	0
ST7L	6	1	0
PPM1J	6	1	0
FCGR1B	6	1	0
TXNIP	6	1	0
PEX11B	6	1	0
PDZK1	6	1	0
HIST2H3D	6	1	0
MRPS21	6	1	0
CERS2	6	1	0
PRUNE	6	1	0
TNFAIP8L2	6	1	0
SCNM1	6	1	0
VPS72	6	1	0
PSMB4	6	1	0
TDRKH	6	1	0
S100A10	6	1	0
FLG	6	1	0
LCE1F	6	1	0
SPRR2D	6	1	0
LELP1	6	1	0
S100A4	6	1	0
S100A1	6	1	0
CRTC2	6	1	0
DCST2	6	1	0
SCAMP3	6	1	0
MEF2D	6	1	0
PRCC	6	1	0
PEAR1	6	1	0
FCRL1	6	1	0
CD1D	6	1	0
OR10T2	6	1	0
OR6Y1	6	1	0
OR6K2	6	1	0
OR6K3	6	1	0
OR6N2	6	1	0
ITLN1	6	1	0
F11R	6	1	0
USP21	6	1	0
FCGR3A	6	1	0
OLFML2B	6	1	0
NOS1AP	6	1	0
PBX1	6	1	0
ADCY10	6	1	0
BLZF1	6	1	0
PRRX1	6	1	0
FMO3	6	1	0
FMO6P	6	1	0
FMO2	6	1	0
PRRC2C	6	1	0
KLHL20	6	1	0
CEP350	6	1	0
ACBD6	6	1	0
XPR1	6	1	0
CACNA1E	6	1	0
RGS16	6	1	0
LAMC2	6	1	0
RGL1	6	1	0
RNF2	6	1	0
TRMT1L	6	1	0
CFH	6	1	0
CFHR4	6	1	0
ATP6V1G3	6	1	0
PKP1	6	1	0
TNNT2	6	1	0
KDM5B	6	1	0
CHI3L1	6	1	0
LAX1	6	1	0
ZC3H11A	6	1	0
HSD11B1	6	1	0
C1orf74	6	1	0
SERTAD4	6	1	0
HHAT	6	1	0
SLC30A1	6	1	0
RAB3GAP2	6	1	0
C1orf115	6	1	0
FBXO28	6	1	0
PYCR2	6	1	0
ACBD3	6	1	0
C1orf95	6	1	0
C1orf145	6	1	0
HIST3H3	6	1	0
SPHAR	6	1	0
FAM89A	6	1	0
SPRTN	6	1	0
RBM34	6	1	0
LGALS8	6	1	0
SDCCAG8	6	1	1
SMYD3	6	1	0
ZNF695	6	1	0
ZNF124	6	1	0
OR11L1	6	1	0
OR2L13	6	1	0
OR2M5	6	1	0
OR2M3	6	1	0
OR2T11	6	1	0
TMEM18	6	2	0
ASAP2	6	2	0
ITGB1BP1	6	2	0
TAF1B	6	2	0
FAM84A	6	2	0
NBAS	6	2	0
NT5C1B-RDH14	6	2	0
MATN3	6	2	0
KLHL29	6	2	0
ATAD2B	6	2	0
MFSD2B	6	2	0
SLC35F6	6	2	0
EMILIN1	6	2	0
PPM1G	6	2	0
C2orf16	6	2	0
C2orf71	6	2	0
CAPN13	6	2	0
CAPN14	6	2	0
XDH	6	2	0
TMEM178A	6	2	0
CAMKMT	6	2	0
ATP6V1E2	6	2	0
FSHR	6	2	0
NRXN1	6	2	1
CHAC2	6	2	0
SPTBN1	6	2	0
VRK2	6	2	0
B3GNT2	6	2	0
SLC1A4	6	2	0
C1D	6	2	0
ARHGAP25	6	2	0
BMP10	6	2	0
ANXA4	6	2	0
ANKRD53	6	2	0
CCT7	6	2	0
PCGF1	6	2	0
HTRA2	6	2	0
SUCLG1	6	2	0
TMSB10	6	2	0
TCF7L1	6	2	0
ELMOD3	6	2	0
RNF181	6	2	0
TMEM150A	6	2	0
USP39	6	2	0
TEX37	6	2	0
PROM2	6	2	0
KCNIP3	6	2	0
ITPRIPL1	6	2	0
ACTR1B	6	2	0
MITD1	6	2	0
AFF3	6	2	0
NPAS2	6	2	0
CREG2	6	2	0
IL1R2	6	2	0
IL18R1	6	2	0
IL18RAP	6	2	0
EDAR	6	2	0
TMEM87B	6	2	0
FBLN7	6	2	0
IL37	6	2	0
IL36A	6	2	0
DDX18	6	2	0
MARCO	6	2	0
TMEM37	6	2	0
TMEM177	6	2	0
RALB	6	2	0
CLASP1	6	2	0
ERCC3	6	2	0
AMMECR1L	6	2	0
NMI	6	2	0
TNFAIP6	6	2	0
CYTIP	6	2	0
DAPL1	6	2	0
MARCH7	6	2	0
COBLL1	6	2	0
GALNT3	6	2	0
CERS6	6	2	0
ABCB11	6	2	0
FASTKD1	6	2	0
METAP1D	6	2	0
DLX2	6	2	0
CDCA7	6	2	0
CIR1	6	2	0
GPR155	6	2	0
ATP5G3	6	2	0
HOXD4	6	2	0
NCKAP1	6	2	0
FAM171B	6	2	0
ZSWIM2	6	2	0
COL3A1	6	2	1
SLC40A1	6	2	0
NABP1	6	2	0
COQ10B	6	2	0
HSPE1-MOB4	6	2	0
PLCL1	6	2	0
ABI2	6	2	0
NDUFS1	6	2	0
MYL1	6	2	0
ERBB4	6	2	0
IGFBP5	6	2	0
CXCR2	6	2	0
TMBIM1	6	2	0
RNF25	6	2	0
WNT6	6	2	0
SGPP2	6	2	0
COL4A4	6	2	0
ARMC9	6	2	0
ALPI	6	2	0
GIGYF2	6	2	0
UGT1A9	6	2	0
MROH2A	6	2	0
GBX2	6	2	0
IQCA1	6	2	0
COPS8	6	2	0
TRAF3IP1	6	2	0
HDLBP	6	2	0
CNTN4	6	3	0
SUMF1	6	3	0
LHFPL4	6	3	0
NUP210	6	3	0
BTD	6	3	1
ZNF385D	6	3	0
RPL15	6	3	0
TGFBR2	6	3	1
DYNC1LI1	6	3	0
TRIM71	6	3	0
TMPPE	6	3	0
CLASP2	6	3	0
EPM2AIP1	6	3	0
LRRFIP2	6	3	0
VILL	6	3	0
MYD88	6	3	0
SLC22A14	6	3	0
SCN11A	6	3	0
CCR8	6	3	0
SLC25A38	6	3	0
MYRIP	6	3	0
ZNF621	6	3	0
FAM198A	6	3	0
POMGNT2	6	3	0
ZNF445	6	3	0
ZKSCAN7	6	3	0
TGM4	6	3	0
PLXNB1	6	3	0
UCN2	6	3	0
P4HTM	6	3	0
KLHDC8B	6	3	0
RHOA	6	3	0
IFRD2	6	3	0
GPR62	6	3	0
SEMA3G	6	3	0
SFMBT1	6	3	0
DCP1A	6	3	0
WNT5A	6	3	0
CADPS	6	3	0
MAGI1	6	3	0
EOGT	6	3	0
LMOD3	6	3	0
EIF4E3	6	3	0
PDZRN3	6	3	0
ZNF717	6	3	0
HTR1F	6	3	0
OR5AC2	6	3	0
OR5K4	6	3	0
OR5K3	6	3	0
TBC1D23	6	3	0
CCDC54	6	3	0
HHLA2	6	3	0
GUCA1C	6	3	0
CD200R1	6	3	0
BOC	6	3	0
ZNF80	6	3	0
TIGIT	6	3	0
HGD	6	3	0
FBXO40	6	3	0
ROPN1	6	3	0
ITGB5	6	3	0
ALDH1L1	6	3	0
CHST13	6	3	0
TXNRD3NB	6	3	0
MCM2	6	3	0
CNBP	6	3	0
COL6A6	6	3	0
ACAD11	6	3	0
TOPBP1	6	3	0
PLOD2	6	3	0
ZIC1	6	3	0
HLTF	6	3	0
P2RY13	6	3	0
IGSF10	6	3	0
LEKR1	6	3	0
SMC4	6	3	0
SKIL	6	3	0
TMEM212	6	3	0
TBL1XR1	6	3	0
ZMAT3	6	3	0
FXR1	6	3	0
MCCC1	6	3	0
KLHL24	6	3	0
HTR3E	6	3	0
AP2M1	6	3	0
THPO	6	3	0
ADIPOQ	6	3	0
MB21D2	6	3	0
LSG1	6	3	0
MUC4	6	3	0
TNK2	6	3	0
FBXO45	6	3	0
PAK2	6	3	0
ATP5I	6	4	0
CPLX1	6	4	0
SLC26A1	6	4	0
SPON2	6	4	0
SLBP	6	4	0
NAT8L	6	4	0
POLN	6	4	0
MXD4	6	4	0
TNIP2	6	4	0
EVC	6	4	0
SH3TC1	6	4	0
FAM200B	6	4	0
PROM1	6	4	1
FAM184B	6	4	0
SLIT2	6	4	0
PACRGL	6	4	0
LGI2	6	4	0
ANAPC4	6	4	0
SLC34A2	6	4	0
RELL1	6	4	0
TBC1D1	6	4	0
UBE2K	6	4	0
PDS5A	6	4	0
RHOH	6	4	0
CHRNA9	6	4	0
NFXL1	6	4	0
SLC10A4	6	4	0
FRYL	6	4	0
CWH43	6	4	0
SGCB	6	4	0
PDGFRA	6	4	0
STAP1	6	4	0
UGT2B11	6	4	0
AFP	6	4	1
CXCL6	6	4	0
THAP6	6	4	0
SEPT11	6	4	0
FRAS1	6	4	0
LIN54	6	4	0
HPSE	6	4	0
FAM175A	6	4	0
SLC10A6	6	4	0
C4orf36	6	4	0
HERC5	6	4	0
PIGY	6	4	1
TIGD2	6	4	0
MMRN1	6	4	0
CCSER1	6	4	0
AIMP1	6	4	0
PAPSS1	6	4	0
CYP2U1	6	4	0
PLA2G12A	6	4	0
ENPEP	6	4	0
PDE5A	6	4	0
QRFPR	6	4	0
CCNA2	6	4	0
TRPC3	6	4	0
FAT4	6	4	0
MGARP	6	4	0
MAML3	6	4	0
SCOC	6	4	0
ZNF827	6	4	0
DCLK2	6	4	0
LRBA	6	4	0
MAP9	6	4	0
SH3RF1	6	4	0
FBXO8	6	4	0
TENM3	6	4	0
SNX25	6	4	0
C4orf47	6	4	0
FRG2	6	4	0
EXOC3	6	5	0
TERT	6	5	0
C5orf38	6	5	0
SEMA5A	6	5	0
FBXL7	6	5	0
FAM134B	6	5	0
TTC23L	6	5	0
OSMR	6	5	0
PTGER4	6	5	0
C6	6	5	0
PLCXD3	6	5	0
CCL28	6	5	0
FGF10	6	5	0
EMB	6	5	0
ITGA2	6	5	0
ESM1	6	5	0
GZMK	6	5	0
IL31RA	6	5	0
SREK1IP1	6	5	0
GTF2H2	6	5	0
ANKRA2	6	5	0
ARHGEF28	6	5	0
POLK	6	5	0
SV2C	6	5	0
F2RL2	6	5	0
JMY	6	5	0
MTRNR2L2	6	5	0
EDIL3	6	5	0
MBLAC2	6	5	0
FAM81B	6	5	0
RFESD	6	5	0
PJA2	6	5	0
KCNN2	6	5	0
ATG12	6	5	0
PRDM6	6	5	0
CSNK1G3	6	5	0
SLC12A2	6	5	0
ADAMTS19	6	5	0
CHSY3	6	5	0
HINT1	6	5	0
SLC22A4	6	5	0
IL4	6	5	0
HSPA4	6	5	0
CXCL14	6	5	0
PKD2L2	6	5	0
WNT8A	6	5	0
GFRA3	6	5	0
HSPA9	6	5	0
DNAJC18	6	5	0
PSD2	6	5	0
APBB3	6	5	0
NDUFA2	6	5	0
PCDHA3	6	5	0
PCDHAC1	6	5	0
PCDHB8	6	5	0
PCDHB10	6	5	0
PCDHB13	6	5	0
SLC25A2	6	5	0
PCDHGA11	6	5	0
HMHB1	6	5	0
YIPF5	6	5	0
LARS	6	5	0
RBM27	6	5	0
STK32A	6	5	0
SPINK1	6	5	1
IL17B	6	5	0
PDGFRB	6	5	0
SLC6A7	6	5	0
CNOT8	6	5	0
NIPAL4	6	5	0
GABRG2	6	5	0
RARS	6	5	0
SLIT3	6	5	0
FOXI1	6	5	0
FGF18	6	5	0
SMIM23	6	5	0
ERGIC1	6	5	0
MSX2	6	5	0
ZNF346	6	5	0
PRELID1	6	5	0
SLC34A1	6	5	0
PRR7	6	5	0
DBN1	6	5	0
RMND5B	6	5	0
ZNF454	6	5	0
MGAT1	6	5	0
BTNL8	6	5	0
OR2V2	6	5	0
WRNIP1	6	6	0
BPHL	6	6	0
TFAP2A	6	6	0
HIVEP1	6	6	0
TPMT	6	6	0
DEK	6	6	0
CDKAL1	6	6	0
MRS2	6	6	0
HIST1H4A	6	6	0
HIST1H2AC	6	6	0
HIST1H2BF	6	6	0
HIST1H3F	6	6	0
BTN2A1	6	6	0
ZNF322	6	6	0
HIST1H2BM	6	6	0
ZNF165	6	6	0
GPX5	6	6	0
UBD	6	6	0
HLA-F	6	6	0
RPP21	6	6	0
CYP21A2	6	6	1
PRRT1	6	6	0
AGPAT1	6	6	0
HLA-DRA	6	6	0
HLA-DRB1	6	6	0
RXRB	6	6	0
BAK1	6	6	0
C6orf106	6	6	0
PXT1	6	6	0
STK38	6	6	0
KIF6	6	6	0
DAAM2	6	6	0
MOCS1	6	6	0
LRFN2	6	6	0
TOMM6	6	6	0
PTCRA	6	6	0
CNPY3	6	6	0
CDC5L	6	6	0
ENPP4	6	6	0
TDRD6	6	6	0
PLA2G7	6	6	0
CRISP3	6	6	0
TFAP2D	6	6	0
ICK	6	6	0
GCLC	6	6	0
LRRC1	6	6	0
PRIM2	6	6	0
LMBRD1	6	6	0
OGFRL1	6	6	0
KHDC3L	6	6	0
IMPG1	6	6	0
PGM3	6	6	0
BACH2	6	6	0
POU3F2	6	6	0
COQ3	6	6	0
MCHR2	6	6	0
ATG5	6	6	0
ZBTB24	6	6	0
WASF1	6	6	0
GOPC	6	6	0
MCM9	6	6	0
HSF2	6	6	0
CLVS2	6	6	0
RNF217	6	6	0
TRMT11	6	6	0
MOXD1	6	6	0
SLC18B1	6	6	0
TCF21	6	6	0
IL20RA	6	6	0
IFNGR1	6	6	0
ECT2L	6	6	0
ADAT2	6	6	0
GRM1	6	6	0
UST	6	6	0
GINM1	6	6	0
LATS1	6	6	0
PCMT1	6	6	0
MTHFD1L	6	6	0
ZBTB2	6	6	0
RGS17	6	6	0
CNKSR3	6	6	0
TULP4	6	6	0
DYNLT1	6	6	0
MAP3K4	6	6	0
SFT2D1	6	6	0
TCP10	6	6	0
THBS2	6	6	0
FAM20C	6	7	0
C7orf50	6	7	0
UNCX	6	7	0
FTSJ2	6	7	0
SNX8	6	7	0
SDK1	6	7	0
RADIL	6	7	0
SLC29A4	6	7	0
TNRC18	6	7	0
C7orf26	6	7	0
SOSTDC1	6	7	0
HDAC9	6	7	0
MACC1	6	7	0
NPVF	6	7	0
NFE2L3	6	7	0
HOXA13	6	7	0
EVX1	6	7	0
NOD1	6	7	0
GARS	6	7	0
INMT-FAM188B	6	7	0
ADCYAP1R1	6	7	0
PPP1R17	6	7	0
URGCP	6	7	0
NUDCD3	6	7	0
DDX56	6	7	0
ZMIZ2	6	7	0
C7orf65	6	7	0
VWC2	6	7	0
C7orf72	6	7	0
ZNF713	6	7	0
ZNF117	6	7	0
TBL2	6	7	0
VPS37D	6	7	0
RFC2	6	7	0
POR	6	7	0
STYXL1	6	7	0
TMEM60	6	7	0
SEMA3C	6	7	0
DMTF1	6	7	0
GNGT1	6	7	0
SGCE	6	7	0
FAM200A	6	7	0
CYP3A5	6	7	0
ZSCAN21	6	7	0
COPS6	6	7	0
CNPY4	6	7	0
C7orf43	6	7	0
MEPCE	6	7	0
TSC22D4	6	7	0
PCOLCE	6	7	0
UFSP1	6	7	0
NAPEPLD	6	7	0
ATXN7L1	6	7	0
PIK3CG	6	7	0
SLC26A4	6	7	0
LAMB1	6	7	0
LRRN3	6	7	0
ZNF277	6	7	0
TMEM168	6	7	0
CAV2	6	7	0
CTTNBP2	6	7	0
CADPS2	6	7	0
ARF5	6	7	0
STRIP2	6	7	0
MKLN1	6	7	0
WDR91	6	7	0
CNOT4	6	7	0
CHRM2	6	7	0
ATP6V0A4	6	7	0
TMEM213	6	7	0
UBN2	6	7	0
OR9A2	6	7	0
OR2F2	6	7	0
CNTNAP2	6	7	0
ZNF786	6	7	0
ZNF746	6	7	0
GIMAP1	6	7	0
ABCB8	6	7	0
FASTK	6	7	0
DPP6	6	7	0
CNPY1	6	7	0
LMBR1	6	7	1
OR4F21	6	8	0
ZNF596	6	8	0
DEFB103A	6	8	0
C8orf74	6	8	0
ZNF705D	6	8	0
LZTS1	6	8	0
BMP1	6	8	1
CCAR2	6	8	0
EGR3	6	8	0
TNFRSF10A	6	8	0
NKX3-1	6	8	0
TEX15	6	8	0
NRG1	6	8	0
DUSP26	6	8	0
EIF4EBP1	6	8	0
TACC1	6	8	0
TM2D2	6	8	0
C8orf4	6	8	0
IKBKB	6	8	0
SPIDR	6	8	0
MCM4	6	8	0
OPRK1	6	8	0
SDR16C5	6	8	0
FAM110B	6	8	0
NKAIN3	6	8	0
TTPA	6	8	1
PDE7A	6	8	0
C8orf44-SGK3	6	8	0
SLCO5A1	6	8	0
SLC10A5	6	8	0
CNGB3	6	8	0
C8orf37	6	8	0
MATN2	6	8	0
STK3	6	8	0
VPS13B	6	8	0
CTHRC1	6	8	0
SNTB1	6	8	0
LRRC6	6	8	0
PHF20L1	6	8	0
ZFAT	6	8	0
DENND3	6	8	0
PTP4A3	6	8	0
CYP11B1	6	8	0
RHPN1	6	8	0
PLEC	6	8	0
DGAT1	6	8	0
VPS28	6	8	0
LRRC14	6	8	0
RLN2	6	9	0
FREM1	6	9	0
ADAMTSL1	6	9	0
HAUS6	6	9	0
RPS6	6	9	0
IFNA21	6	9	0
IFNA6	6	9	0
IFNA13	6	9	0
IFNA1	6	9	0
CDKN2A	6	9	1
ELAVL2	6	9	0
LRRC19	6	9	0
AQP3	6	9	0
UBE2R2	6	9	0
C9orf24	6	9	0
ENHO	6	9	0
DCTN3	6	9	0
TPM2	6	9	0
NPR2	6	9	0
CLTA	6	9	0
PAX5	6	9	0
ZBTB5	6	9	0
POLR1E	6	9	0
CNTNAP3	6	9	0
TJP2	6	9	0
NMRK1	6	9	0
NAA35	6	9	0
ISCA1	6	9	0
NXNL2	6	9	0
AUH	6	9	0
ZNF484	6	9	0
PTCH1	6	9	0
AAED1	6	9	0
ALG2	6	9	0
STX17	6	9	0
OR13C2	6	9	0
FSD1L	6	9	0
FKTN	6	9	0
C9orf152	6	9	0
KIAA0368	6	9	0
SLC46A2	6	9	0
RNF183	6	9	0
HDHD3	6	9	0
TNFSF8	6	9	0
ASTN2	6	9	0
FBXW2	6	9	0
OR1J2	6	9	0
OR1L3	6	9	0
RC3H2	6	9	0
ST6GALNAC4	6	9	0
NUP214	6	9	0
NTNG2	6	9	0
DDX31	6	9	0
GFI1B	6	9	0
SURF2	6	9	0
ADAMTSL2	6	9	0
COL5A1	6	9	1
LCN6	6	9	0
LCN15	6	9	0
RABL6	6	9	0
LCNL1	6	9	0
C9orf142	6	9	0
CLIC3	6	9	0
C9orf139	6	9	0
GRIN1	6	9	0
ANAPC2	6	9	0
DIP2C	6	10	0
GTPBP4	6	10	0
CALML3	6	10	0
ITIH5	6	10	0
ATP5C1	6	10	0
SEC61A2	6	10	0
CCDC3	6	10	0
MCM10	6	10	0
MEIG1	6	10	0
PLXDC2	6	10	0
MSRB2	6	10	0
GAD2	6	10	0
APBB1IP	6	10	0
LYZL2	6	10	0
PARD3	6	10	0
ZNF239	6	10	0
C10orf25	6	10	0
GPRIN2	6	10	0
ANXA8	6	10	0
VSTM4	6	10	0
TIMM23	6	10	0
EGR2	6	10	0
HKDC1	6	10	0
SAR1A	6	10	0
EIF4EBP2	6	10	0
C10orf105	6	10	0
PSAP	6	10	0
PPP3CB	6	10	0
CHCHD1	6	10	0
AP3M1	6	10	0
DUPD1	6	10	0
SAMD8	6	10	0
VDAC2	6	10	0
KCNMA1	6	10	0
SH2D4B	6	10	0
CDHR1	6	10	0
FAM35A	6	10	0
PANK1	6	10	0
IDE	6	10	0
OPALIN	6	10	0
C10orf12	6	10	0
UBTD1	6	10	0
ANKRD2	6	10	0
AVPI1	6	10	0
POLL	6	10	0
PSD	6	10	0
C10orf95	6	10	0
RBM20	6	10	0
BBIP1	6	10	0
SHOC2	6	10	0
VWA2	6	10	0
C10orf82	6	10	0
RAB11FIP2	6	10	0
FAM204A	6	10	0
PRDX3	6	10	0
BAG3	6	10	0
SEC23IP	6	10	0
ATE1	6	10	0
TACC2	6	10	0
ACADSB	6	10	0
MMP21	6	10	0
UROS	6	10	1
MGMT	6	10	0
FRG2B	6	10	0
IFITM5	6	11	1
B4GALNT4	6	11	0
AP2A2	6	11	0
MUC5AC	6	11	0
MRGPRE	6	11	0
ZNF195	6	11	0
OR52K2	6	11	0
OR51D1	6	11	0
OR51A2	6	11	0
HBG1	6	11	0
HBE1	6	11	0
OR51B4	6	11	0
TRIM6	6	11	0
FAM160A2	6	11	0
ARFIP2	6	11	0
RRP8	6	11	0
TPP1	6	11	0
ZNF214	6	11	0
ASCL3	6	11	0
SCUBE2	6	11	0
TMEM41B	6	11	0
MRVI1	6	11	0
CTR9	6	11	0
TEAD1	6	11	0
ARNTL	6	11	0
NUCB2	6	11	0
KCNC1	6	11	0
MRGPRX3	6	11	0
E2F8	6	11	0
NELL1	6	11	0
ANO5	6	11	0
FANCF	6	11	0
KIF18A	6	11	0
EIF3M	6	11	0
CSTF3	6	11	0
HIPK3	6	11	0
CD59	6	11	0
NAT10	6	11	0
ELF5	6	11	0
LRRC4C	6	11	0
ACCS	6	11	0
SYT13	6	11	0
ARFGAP2	6	11	0
CELF1	6	11	0
NDUFS3	6	11	0
MTCH2	6	11	0
OR4B1	6	11	0
OR4A5	6	11	0
OR5D13	6	11	0
OR8K3	6	11	0
OR5AP2	6	11	0
OR4D10	6	11	0
MS4A4A	6	11	0
MS4A8	6	11	0
MS4A15	6	11	0
CCDC86	6	11	0
PRPF19	6	11	0
CD5	6	11	0
PGA3	6	11	0
SDHAF2	6	11	0
AHNAK	6	11	0
EEF1G	6	11	0
HNRNPUL2	6	11	0
TAF6L	6	11	0
RARRES3	6	11	0
C11orf84	6	11	0
MARK2	6	11	0
OTUB1	6	11	0
ESRRA	6	11	0
PRDX5	6	11	0
ATG2A	6	11	0
CCDC85B	6	11	0
RAB1B	6	11	0
CD248	6	11	0
BRMS1	6	11	0
MRPL11	6	11	0
BBS1	6	11	0
CTSF	6	11	0
PC	6	11	0
KDM2A	6	11	0
CPT1A	6	11	0
MRPL21	6	11	0
PPFIA1	6	11	0
SHANK2	6	11	0
LIPT2	6	11	0
LRRC32	6	11	0
TSKU	6	11	0
GDPD4	6	11	0
FAM181B	6	11	0
CREBZF	6	11	0
RAB38	6	11	0
GRM5	6	11	0
CHORDC1	6	11	0
MRE11A	6	11	0
MTMR2	6	11	0
ARHGAP42	6	11	0
BIRC2	6	11	0
MMP20	6	11	0
MMP8	6	11	0
DYNC2H1	6	11	0
PDGFD	6	11	0
CASP4	6	11	0
CUL5	6	11	0
PIH1D2	6	11	0
TIMM8B	6	11	0
DSCAML1	6	11	0
MPZL2	6	11	0
PHLDB1	6	11	0
HYOU1	6	11	0
CRTAM	6	11	0
TMEM225	6	11	0
OR8B4	6	11	0
PATE3	6	11	0
RPUSD4	6	11	0
FOXRED1	6	11	0
ETS1	6	11	0
C11orf45	6	11	0
TP53AIP1	6	11	0
NFRKB	6	11	0
B4GALNT3	6	12	0
LRTM2	6	12	0
TULP3	6	12	0
ING4	6	12	0
PIANP	6	12	0
LRRC23	6	12	0
C12orf57	6	12	0
EMG1	6	12	0
ACSM4	6	12	0
CLEC4E	6	12	0
MFAP5	6	12	0
KLRC3	6	12	0
PRB1	6	12	0
ETV6	6	12	0
LRP6	6	12	0
MANSC1	6	12	0
APOLD1	6	12	0
SLC15A5	6	12	0
RERGL	6	12	0
C2CD5	6	12	0
SOX5	6	12	0
ITPR2	6	12	0
TM7SF3	6	12	0
STK38L	6	12	0
PTHLH	6	12	0
OVCH1-AS1	6	12	0
DENND5B	6	12	0
METTL20	6	12	0
PKP2	6	12	0
CPNE8	6	12	0
MUC19	6	12	0
PDZRN4	6	12	0
YAF2	6	12	0
KANSL2	6	12	0
RND1	6	12	0
FKBP11	6	12	0
TUBA1A	6	12	0
BIN2	6	12	0
SCN8A	6	12	0
KRT73	6	12	0
CSAD	6	12	0
SP7	6	12	0
HNRNPA1	6	12	0
PPP1R1A	6	12	0
DCD	6	12	0
OR6C2	6	12	0
OR6C70	6	12	0
OR6C4	6	12	0
PMEL	6	12	0
ERBB3	6	12	0
ANKRD52	6	12	0
IL23A	6	12	0
SPRYD4	6	12	0
HSD17B6	6	12	0
DDIT3	6	12	0
RASSF3	6	12	0
GNS	6	12	0
LEMD3	6	12	0
MSRB3	6	12	0
LLPH	6	12	0
LYZ	6	12	0
CCT2	6	12	0
KCNC2	6	12	0
ACSS3	6	12	0
LRRIQ1	6	12	0
C12orf29	6	12	0
DUSP6	6	12	0
POC1B	6	12	0
CCER1	6	12	0
EPYC	6	12	0
PLEKHG7	6	12	0
NUDT4	6	12	0
MRPL42	6	12	0
NR2C1	6	12	0
ANKS1B	6	12	0
UHRF1BP1L	6	12	0
CHPT1	6	12	0
NUAK1	6	12	0
GLTP	6	12	0
OAS3	6	12	0
PLBD2	6	12	0
SDSL	6	12	0
LHX5	6	12	0
TBX3	6	12	0
OASL	6	12	0
P2RX7	6	12	0
KDM2B	6	12	0
VPS37B	6	12	0
ABCB9	6	12	0
SCARB1	6	12	0
GJA3	6	13	0
PARP4	6	13	0
SHISA2	6	13	0
RNF6	6	13	0
USP12	6	13	0
RPL21	6	13	0
LNX2	6	13	0
CDX2	6	13	0
POMP	6	13	0
ALOX5AP	6	13	0
CCDC169	6	13	0
SUPT20H	6	13	0
POSTN	6	13	0
TNFSF11	6	13	0
TSC22D1	6	13	0
ESD	6	13	0
RCBTB2	6	13	0
KPNA3	6	13	0
WDFY2	6	13	0
PRR20D	6	13	0
IRG1	6	13	0
SCEL	6	13	0
MBNL2	6	13	0
IPO5	6	13	0
STK24	6	13	0
GGACT	6	13	0
CCDC168	6	13	0
TEX30	6	13	0
MYO16	6	13	0
ATP4B	6	13	0
POTEM	6	14	0
OR11G2	6	14	0
TTC5	6	14	0
TMEM55B	6	14	0
RNASE2	6	14	0
RNASE8	6	14	0
OR4E2	6	14	0
SLC7A8	6	14	0
BCL2L2-PABPN1	6	14	0
NFATC4	6	14	0
COCH	6	14	0
SRP54	6	14	0
BRMS1L	6	14	0
MIPOL1	6	14	0
FOXA1	6	14	0
FBXO33	6	14	0
FANCM	6	14	0
MIS18BP1	6	14	0
NEMF	6	14	0
ABHD12B	6	14	0
FERMT2	6	14	0
CGRRF1	6	14	0
SAMD4A	6	14	0
KTN1	6	14	0
ACTR10	6	14	0
DAAM1	6	14	0
L3HYPDH	6	14	0
CCDC175	6	14	0
SNAPC1	6	14	0
RHOJ	6	14	0
HSPA2	6	14	0
ATP6V1D	6	14	0
ARG2	6	14	0
PLEKHD1	6	14	0
MAP3K9	6	14	0
DPF3	6	14	0
ACOT4	6	14	0
SYNDIG1L	6	14	0
TGFB3	6	14	1
VASH1	6	14	0
ALKBH1	6	14	0
RPS6KA5	6	14	0
TMEM251	6	14	0
OTUB2	6	14	0
IFI27	6	14	0
IFI27L2	6	14	0
SERPINA6	6	14	0
BDKRB2	6	14	0
VRK1	6	14	0
C14orf177	6	14	0
EVL	6	14	0
EXOC3L4	6	14	0
KIF26A	6	14	0
C14orf180	6	14	0
GPR132	6	14	0
GOLGA8R	6	15	0
GREM1	6	15	0
BUB1B	6	15	1
C15orf52	6	15	0
DISP2	6	15	0
PPP1R14D	6	15	0
PLA2G4E	6	15	0
VPS39	6	15	0
UBR1	6	15	0
ADAL	6	15	0
TP53BP1	6	15	0
CTDSPL2	6	15	0
SPG11	6	15	0
B2M	6	15	0
SORD	6	15	0
CTXN2	6	15	0
EID1	6	15	0
DTWD1	6	15	0
USP50	6	15	0
