gene_name	chr	tss	tse	gene_type	pLI	familyMemberCount	ncRVIS	ncGERP	RVIS_percentile	slr_dnds	GDI	gene_age
IFIT2	10	91061705	91069033	protein_coding	0.0010569079	4	-0.4335261055	-0.417884102	83.3628214201	0.3486	867.68549	5
EP300	22	41488613	41576081	protein_coding	1	0	-0.1086055735	2.881983861	0.259495164	0.09196	1174.22905	0
PGA5	11	61008647	61018915	protein_coding	0.0065834799	10	0.0513856512	-0.149073091	50.0117952347	0.1073	102.03931	9
TTC30A	2	178479025	178483694	protein_coding	0.0003530239	1	2.4411248622	0.027824395	72.7117244633	0.1873	831.11207	2
LINC01118	2	47043806	47049799	protein_coding	0.0475577315	1	-0.1086055735	-0.017506499	50.0117952347	0.1443	730.16422	0
EML2	19	46112657	46142675	protein_coding	2.24737948780497E-10	1	0.1902573969	0.809995461	68.4890304317	0.05742	3227.53207	0
PALM2	9	112542576	112713756	protein_coding	0.0026699865	1	-0.1086055735	1.920128152	45.2583156405	0.1443	62.549	0
USP44	12	95910335	95928102	protein_coding	2.52480338531327E-08	2	0.027284591	0.677819029	33.47487615	0.2006	564.79903	0
ADSL	22	40742503	40762575	protein_coding	0.0001102161	0	-0.4592315083	-0.803290809	18.0644019816	0.1053	198.40828	0
SIGLEC12	19	51994480	52003647	protein_coding	0.000000004	5	0.6348470284	-0.686968789	98.4017456947	0.545	3066.99793	2
PCDHGA1	5	140710251	140712723	protein_coding	0.0001700956	51	-0.9561399044	1.884426813	62.1903750885	0.2048	538.94641	0
ALDOC	17	26900132	26903951	protein_coding	0.7220655263	2	-0.4470299111	1.051973152	18.5892899269	0.05099	77.82001	0
ABCD2	12	39945021	40013843	protein_coding	0.000008651	3	-0.6335280037	0.403542912	46.9155461194	0.07236	167.46052	0
ADRBK2	22	25960860	26125258	protein_coding	0.6073172766	6	-2.2137833317	-0.888637299	14.0186364709	0.07792	36.58495	1
FGD3	9	95736717	95798518	protein_coding	4.36943090913217E-06	2	0.0584466843	-0.707978227	7.1950931824	0.146	82.61084	0
PARD3B	2	205410515	206484886	protein_coding	3.60090445850122E-06	1	-0.1086055735	-0.105737258	62.7506487379	0.2297	840.37721	0
SLC22A18AS	11	2908574	2925175	protein_coding	0.0475577315	0	0.257880604	-0.60110523	97.2458126917	1.24	122.36499	0
EPPIN	20	44170483	44176065	protein_coding	0.0005315577	2	0.3954017444	-0.181083644	77.4534088228	0.1443	229.94095	0
C6orf99	6	159309618	159331385	protein_coding	0.0475577315	0	-0.1086055735	-0.02793494	50.0117952347	1.096	16.39499	3
CYB5R2	11	7686325	7694122	protein_coding	1.7004871023692E-05	3	0.6965023721	-0.845675461	86.2113706063	0.3295	1858.85138	0
CAPNS1	19	36632321	36641255	protein_coding	0.0004033778	2	0.0075844446	-0.357844097	33.9702760085	0.02956	297.0565	0
PROL1	4	71263598	71275914	protein_coding	9.24758921442855E-07	0	0.4046790115	0.302372542	37.1137060628	0.8493	232.00267	5
C20orf78	20	18789994	18810847	protein_coding	0.0475577315	0	-0.0967877082	-0.521947896	50.0117952347	0.3634	35.87654	6
C20orf197	20	58630979	58632989	protein_coding	0.0511792841	0	-0.5733690409	-0.562954179	61.2762443973	1.001	7.58678	3
DHX8	17	41561284	41601686	protein_coding	0.9405244558	0	-0.6003622958	-0.212602673	7.4840764331	0.02039	50.49145	0
CSN2	4	70820973	70826729	protein_coding	0.0485132935	0	0.0965340392	0.059811262	61.4944562397	1.047	14.52918	5
HPS6	10	103825123	103827795	protein_coding	0.1931093508	0	-0.0846599765	-0.442509396	7.7140835103	0.2423	80.48507	0
EMP3	19	48829255	48833810	protein_coding	0.0004148361	3	-0.1926712793	0.144265183	61.2762443973	0.02371	133.39566	5
EIF2S3	X	24073064	24096927	protein_coding	0.8815086736	0	-0.1033754629	0.077400502	62.7388535032	0.004127	525.56681	0
IL2RA	10	6052656	6104333	protein_coding	0.8465374261	0	0.647289127	-0.123205973	17.745930644	0.4037	9.33051	3
PTRHD1	2	25013135	25016251	protein_coding	6.5693867376559E-05	0	-0.3521911508	-0.155513509	28.6329322954	0.1443	36.54909	0
VSIG8	1	159824105	159832447	protein_coding	0.0021896986	0	-0.1086055735	-0.017506499	50.0117952347	0.1295	220.85006	0
IKBKE	1	206643585	206670223	protein_coding	0.622081199	1	1.0751615773	-0.359944919	42.2800188724	0.1088	2297.49177	0
RALGPS1	9	129724503	129979724	protein_coding	0.999664994	1	-1.2627752923	1.034570069	32.93819297	0.03227	294.12779	0
RERG	12	15260715	15374411	protein_coding	0.0048807933	64	-0.3540726972	0.609495593	33.9702760085	0.0343	8.136	0
IGBP1	X	69353317	69386173	protein_coding	0.9165683375	0	-0.6462814917	-0.218040161	70.2583156405	0.3536	109.93343	2
ZNF10	12	133707213	133736049	protein_coding	0.0002913965	217	-0.1263795978	-0.332706171	28.9337107808	0.1939	365.1984	5
RBM4	11	66406087	66413944	protein_coding	0.9306492012	2	-1.4028618918	0.746534752	21.2019344185	0.1591	1.11171	3
DUSP11	2	73989324	74007284	protein_coding	5.43875245983539E-05	0	-0.313056744	-0.195385359	67.9169615475	0.4139	20.14995	2
EMP2	16	10622278	10674573	protein_coding	4.63702177874707E-05	3	5.2741769134	-0.475939126	28.9337107808	0.2128	8.21106	0
CCL21	9	34709001	34710164	protein_coding	0.3809205906	0	0.6841885653	0.423134012	47.788393489	0.507	3.70221	4
CCL22	16	57392694	57400102	protein_coding	0.2636546255	1	1.6947284313	-0.175110012	70.2583156405	0.3578	23.03791	5
SNRPA1	15	101821714	101835460	protein_coding	0.9594934797	0	-0.181362168	-0.1072175	72.0099079972	0.003969	28.65066	0
SNX2	5	122110690	122170234	protein_coding	0.9961234369	6	-0.3654847196	2.043858403	14.9681528662	0.05975	25.76147	0
FSCN1	7	5632435	5646287	protein_coding	0.7327154205	2	-0.1086055735	-0.151443922	50.2241094598	0.01371	57.09514	0
CCL17	16	57438678	57449974	protein_coding	0.0700602278	0	-0.1798114001	-0.614018906	77.4534088228	0.3994	88.10776	4
CCL11	17	32612686	32615199	protein_coding	0.3202307807	10	2.2312003018	-0.940173975	72.0099079972	0.8355	68.14667	5
PRSS12	4	119201192	119273922	protein_coding	6.5766584087985E-15	0	-0.2206072006	-0.475673851	59.1589997641	0.1708	3342.41847	0
MON2	12	62860596	62991363	protein_coding	0.9955446228	0	-0.5762795729	1.325141585	11.4944562397	0.03411	7838.39289	0
GBA2	9	35736862	35749225	protein_coding	2.2133469670567E-07	1	-0.1086055735	0.829653234	42.2800188724	0.2206	730.63358	0
GAGE12F	X	49334968	49342360	protein_coding	0.0475577315	20	-0.3590074187	-0.259108783	50.0117952347	1.18	198.58178	12
RARG	12	53604349	53614197	protein_coding	0.9554106869	24	-0.310434933	2.714566913	34.3182354329	0.01404	676.40224	0
ATPAF1	1	47100710	47131550	protein_coding	0.1848937363	0	0.5136234147	0.498337526	24.0033026657	0.1821	90.33026	0
ALG1	16	5121809	5137380	protein_coding	0.000000023	0	0.1689551029	-1.242258249	57.4074074074	0.2101	992.70946	0
ZKSCAN4	6	28209482	28220074	protein_coding	0.0475577315	80	0.661631344	-0.52682905	20.7006369427	0.3738	743.49162	5
PARP6	15	72533521	72563628	protein_coding	0.9937638614	0	-0.1086055735	1.641584106	21.4142486435	0.000076	22.30333	0
FBXW5	9	139834884	139839206	protein_coding	5.9481559898043E-08	0	-0.1086055735	-0.636422137	5.1899032791	0.03108	259.79365	0
CNGB3	8	87586162	87755903	protein_coding	0.000000001	3	0.8904107163	0.557486598	96.3316820005	0.4058	696.97117	0
SMG9	19	44235300	44259142	protein_coding	4.28072541317497E-07	0	0.2808206375	-0.288185598	13.4465675867	0.1443	71.11378	0
ACRV1	11	125542228	125550793	protein_coding	0.00031444	0	-0.0903100198	0.139829323	60.0908233074	0.4558	191.81686	5
WDR20	14	102606188	102676867	protein_coding	0.9158695635	1	-0.4980874909	2.701682941	25.5602736494	0.0231	70.14589	0
USMG5	10	105148808	105156270	protein_coding	0.2317244685	0	-0.2194581724	0.321935041	59.4302901628	0.2076	181.76512	0
MSH3	5	79950466	80172634	protein_coding	5.06544431136071E-19	2	-0.1086055735	-0.133226771	47.2576079264	0.2099	3510.45198	0
MSH4	1	76262555	76378923	protein_coding	2.4079487139088E-12	1	-0.2782765715	-0.531716066	67.4274593064	0.1538	524.99689	0
GRM3	7	86273229	86494192	protein_coding	0.9946009963	11	-0.4447560475	2.576084267	5.0837461665	0.04577	78.36031	0
CNTRL	9	123850573	123939886	protein_coding	8.60044745797809E-34	0	-0.8959099973	0.134332974	47.2281198396	0.1443	5189.22799	0
ABCA12	2	215796265	215896810	protein_coding	3.03256919452616E-07	4	-0.4115312687	1.130745737	32.2658645907	0.1606	2992.15591	0
DRD3	3	113847498	113897623	protein_coding	0.1770644411	27	0.0001817196	2.182206784	29.163717858	0.09639	55.45707	0
DRD2	11	113280316	113346001	protein_coding	0.659832393	1	-0.1086055735	0.203749648	18.0644019816	0.03265	247.18312	0
SLCO1B1	12	21284127	21392730	protein_coding	8.79162664344415E-14	9	0.0412310672	-0.211188471	91.071007313	0.5413	708.10764	0
MRE11A	11	94150468	94227040	protein_coding	0.0023949785	0	0.1119899111	-0.188575838	57.4074074074	0.1378	206.95821	0
VEGFC	4	177604684	177713899	protein_coding	0.0823769748	1	-0.1086055735	1.534829895	67.0323189431	0.2456	95.6586	0
EOMES	3	27757439	27764206	protein_coding	0.8893369876	2	-0.0834031405	1.63836457	50.0117952347	0.06915	149.31934	0
INSL3	19	17927321	17932383	protein_coding	0.179740071	0	-0.0486904314	-0.432852018	50.0117952347	0.1189	10.5625	4
CHAF1A	19	4402659	4443394	protein_coding	0.9922993418	0	-0.1086055735	0.537772591	72.85326728	0.1745	349.85937	0
RND2	17	41177257	41184058	protein_coding	0.0006402698	1	-0.1086055735	0.590097311	32.6197216325	0.01494	21.864	0
MLF2	12	6857157	6862082	protein_coding	0.9777082431	1	0.6598160813	0.757843239	28.6329322954	0.05306	20.01153	0
NCOA4	10	51576284	51590734	protein_coding	0.0049589955	0	-0.5768011404	0.4620859	95.2111347016	0.4382	323.45545	0
CCDC6	10	61548505	61666414	protein_coding	0.9891422821	0	-0.8669979625	2.020490633	43.5715970748	0.01136	4670.49647	0
MALL	2	110841446	110874143	protein_coding	0.1940453954	1	-1.9091141193	-0.761512695	50.0117952347	0.2633	3.30761	2
YES1	18	721591	812327	protein_coding	0.0238813352	17	3.845437318	1.464798004	38.8181174805	0.03095	69.86384	0
XRCC2	7	152343586	152373250	protein_coding	2.49029971271026E-06	0	0.9725127583	-0.0237023585	55.2193913659	0.1856	389.33038	0
MAGEC3	X	140982451	140985618	protein_coding	9.58457603460673E-06	0	-0.1165395701	0.098169355	94.4385468271	0.6814	803.76941	7
CMKLR1	12	108681820	108714439	protein_coding	0.284036274	106	0.8471614867	-0.584427194	77.7954706299	0.2611	104.9837	0
ABCA8	17	66863427	66951533	protein_coding	4.825182085447E-30	4	-0.7228052641	-0.321402404	89.4727530078	0.3969	2117.48181	4
TUBB4A	19	6494329	6502595	protein_coding	0.0136388819	28	1.0721242769	-1.051528381	13.3286152394	0.1443	5.6735	0
CPNE4	3	131252403	131754286	protein_coding	0.9047864916	7	-1.1261998908	0.568778937	12.2375560274	0.01463	19.03654	0
RAB6C	2	130737234	130740311	protein_coding	0.3525894408	33	0.5857793023	-0.0237023585	96.2314225053	0.14	547.7083	0
C1GALT1C1	X	119759528	119764005	protein_coding	0.669789802	1	-0.1086055735	0.478598071	80.579146025	0.1071	451.69887	0
KHDRBS2	6	62389864	62996100	protein_coding	0.3704698624	3	-0.85475727	3.045848689	46.9155461194	0.06034	113.59711	0
GAPT	5	57787261	57792185	protein_coding	0.0014280292	0	0.6968514327	-0.088131167	66.8200047181	0.6064	11.63344	4
ABCA13	7	48211056	48687091	protein_coding	2.35919686498376E-70	0	0.2506889264	-0.897678753	99.7876857749	0.1443	6635.50663	2
SLC10A4	4	48485359	48491541	protein_coding	0.1465697156	3	-0.1086055735	0.048394083	50.0117952347	0.07468	57.29346	0
TMEM154	4	153547265	153601317	protein_coding	0.0002334838	0	1.5321861444	-0.194431904	65.3338051427	0.7005	41.75051	2
GPRASP2	X	101967103	101972661	protein_coding	0.7934306534	0	-0.4011335987	0.598625759	71.4968152866	0.4211	81.63519	5
C1orf115	1	220863627	220872499	protein_coding	0.2680382834	0	1.5613893344	-0.854750828	50.0117952347	0.1219	32.67551	2
SLC25A22	11	790474	796263	protein_coding	0.4958585722	23	-0.3273927373	-0.142656684	63.1988676575	0.08016	219.59154	5
ASB7	15	101142754	101170414	protein_coding	0.9899658168	0	-1.8076794873	1.626588036	30.0660533145	0.01491	8.86508	0
ZNF385D	3	21462489	21792816	protein_coding	0.650243217	2	0.2034133209	1.804510704	63.3581033263	0.0597	376.29195	0
KCNJ8	12	21917888	21927755	protein_coding	0.5691267778	12	0.3494087831	0.12905075	55.2193913659	0.009893	143.49708	0
KCNJ4	22	38822332	38840033	protein_coding	0.8066877552	13	-0.1086055735	0.658483611	10.3031375324	0.01157	4.6564	0
XBP1	22	29190547	29196560	protein_coding	0.1600957076	0	-0.6653475758	1.781382794	46.2019344185	0.2754	1412.29413	0
TPD52	8	80947102	80993066	protein_coding	0.0211699051	1	-0.6073578079	0.768923777	73.2719981128	0.1328	236.88591	0
KCND1	X	48818638	48828251	protein_coding	0.3761117823	13	-0.9251958169	1.313287206	40.3573956122	0.04845	97.55084	0
DSCR4	21	39426312	39493454	protein_coding	0.0089152941	0	-0.3024703915	-0.315313587	50.0117952347	1.281	38.01909	5
ESRP2	16	68262449	68270136	protein_coding	0.8702405829	1	-1.0227460554	0.847743628	14.1365888181	0.1103	286.34992	0
LAS1L	X	64732461	64754686	protein_coding	0.8330571312	0	-0.2427218404	0.343542369	46.7386175985	0.3731	7.8908	2
SPRY4	5	141689991	141703982	protein_coding	0.0981275123	2	-0.8196389452	1.283090616	50.342061807	0.05651	112.70425	0
STMN4	8	27092839	27115956	protein_coding	0.1161112875	2	-0.1817961175	0.714305874	56.6407171503	0.01971	29.894	0
FAM117A	17	47787686	47841518	protein_coding	4.22414460839283E-05	0	-0.6388533783	1.957867334	40.1568766218	0.1173	82.49772	0
GJA9	1	39339738	39347298	protein_coding	0.0475577315	0	0.3015958191	0.23659904	90.062514744	0.4258	638.87219	0
ILKAP	2	239079042	239112324	protein_coding	0.9889033858	0	-0.1086055735	0.009055799	34.3182354329	0.03691	16.60049	0
ARID5B	10	63808969	63856707	protein_coding	0.9997707551	0	-1.1393599886	3.378858194	7.8320358575	0.1477	133.85694	0
MIXL1	1	226411318	226414756	protein_coding	0.040399556	1	-0.8251003651	-0.158290484	50.0117952347	0.2975	113.81555	0
BRIP1	17	59756546	59940920	protein_coding	1.2662873781469E-10	0	-0.7111641427	0.152087571	16.737438075	0.3488	155.97826	0
CDCA7	2	174219560	174233718	protein_coding	0.3385052641	1	0.5827541657	-0.213277118	14.9681528662	0.1664	32.113	0
PPP1R1B	17	37784750	37792878	protein_coding	0.0665889231	0	-0.3303618017	0.975133911	63.0042462845	0.1861	217.77532	2
USHBP1	19	17360848	17375544	protein_coding	4.77950573012049E-12	0	1.0890743765	-0.149871546	27.0641660769	0.3914	2829.1436	0
DEFB103B	8	7286415	7287870	protein_coding	0.0475577315	1	-0.332120265	-0.661002571	50.0117952347	0.1664	198.58178	9
VSX1	20	25059178	25063015	protein_coding	0.0321842392	0	-0.1991007396	-0.188500374	50.0117952347	0.2491	335.76447	0
DPH2	1	44435652	44439043	protein_coding	0.0207335506	1	0.1035301131	-0.438916102	43.7721160651	0.3624	48.08951	0
MARK2	11	63655986	63678492	protein_coding	0.9997612044	3	-0.0409550277	1.586150683	14.4963434772	0.02184	15.77604	0
TVP23B	17	18692347	18710026	protein_coding	0.755125422	2	0.7108952855	0.083407397	59.7605567351	0.1443	5.22673	0
MXI1	10	111985761	112047123	protein_coding	0.8875094162	2	-0.1858876574	2.998312448	38.5763151687	0.08603	84.75085	0
ARL6IP5	3	69134089	69155239	protein_coding	0.6979216987	1	-0.1873769775	0.722142766	43.2944090587	0.08584	16.15719	0
MYH1	17	10395626	10421859	protein_coding	1.29378701262101E-24	14	-0.2497067408	3.458033333	7.2481717386	0.0592	785.49267	0
GTPBP10	7	89975978	90020769	protein_coding	0.3485465364	1	4.4113507582	-0.010195235	91.8141071007	0.2763	723.95938	0
ZSWIM7	17	15879874	15903006	protein_coding	0.0712035729	0	0.0887135967	-0.71976909	47.788393489	0.1646	7.64781	0
FNDC3A	13	49684438	49783915	protein_coding	0.9995308806	1	-1.4626765042	3.059273245	3.284972871	0.1527	365.09768	0
TSPAN9	12	3186520	3395730	protein_coding	0.7361528296	21	1.6535625481	-0.387445175	16.3599905638	0.03531	173.34152	0
TM7SF2	11	64879325	64883707	protein_coding	0.1785744565	2	-0.519681264	-0.834879606	27.8839348903	0.1395	2447.70004	0
ZNF30	19	35417806	35436076	protein_coding	0.000000035	234	0.7086530742	-0.477965538	96.9273413541	0.2357	4241.52872	6
TMSB15B	X	103217199	103220563	protein_coding	0.4775511361	1	-0.5908583981	-0.187149685	50.0117952347	0.1443	198.58178	2
CYBA	16	88709696	88717492	protein_coding	0.0196403465	0	-0.1086055735	-0.017506499	50.0117952347	0.03677	390.29064	2
COL4A3	2	228029280	228179508	protein_coding	0.0002652391	12	0.8061211908	0.173696963	94.3146968625	0.6807	5517.171	0
SSSCA1	11	65337929	65339359	protein_coding	0.0475577315	0	-0.0763605408	-0.684837791	56.6407171503	0.1891	176.86789	0
FAM45A	10	120863576	120897496	protein_coding	0.0001539923	0	-0.1086055735	0.112394741	63.1988676575	0.1307	74.89007	0
LYZ	12	69742133	69748013	protein_coding	0.0070103661	8	0.1819402633	-0.196711253	72.0099079972	0.4311	105.50557	0
LIG1	19	48618701	48673860	protein_coding	0.1503814413	1	-0.1086055735	0.102054713	74.7287096013	0.1403	466.53831	0
CASS4	20	54987313	55034396	protein_coding	0.2096769148	2	-0.058587227	-0.163299894	45.6475583864	0.3637	558.21824	0
ARHGEF26	3	153839148	153975616	protein_coding	2.76949038664342E-06	1	-0.076339008	-0.283280132	82.3130455296	0.1197	2005.54992	0
CLIC2	X	154505495	154563990	protein_coding	0.4503795071	9	-0.6458528001	0.624565767	66.5723047889	0.07122	13.42332	3
CLIC1	6	31698357	31704322	protein_coding	0.2379142608	9	0.5178180042	0.208477361	42.875678226	0.03478	229.46258	4
CLCN7	16	1494933	1525085	protein_coding	0.957006183	6	1.1686059823	-1.166560805	2.8249587167	0.0123	1046.80561	0
AHR	7	17338275	17385775	protein_coding	0.9996996238	0	-0.6098954121	0.493220476	32.2304788865	0.2711	881.16676	0
CDK2	12	56360552	56366573	protein_coding	0.9398633267	55	0.0341742451	1.180940328	41.2479358339	0.01766	38.64334	0
TNNT3	11	1940798	1959936	protein_coding	0.0028454817	2	-0.4446548497	-0.017240339	26.2326020288	0.1463	12.29412	0
TCEA1	8	54879113	54935016	protein_coding	0.2683224227	3	-1.0429640656	0.850052857	73.9738145789	0.05309	29.58251	0
TALDO1	11	747431	765024	protein_coding	0.0001116799	0	-0.1086055735	-0.307760415	14.0186364709	0.09637	115.46203	0
SYPL1	7	105730813	105752791	protein_coding	0.6377286515	3	-0.7385299998	1.765862746	38.5763151687	0.3364	23.88737	0
SURF6	9	136197542	136203047	protein_coding	5.16043366319656E-05	0	-0.4372275668	-0.588734296	96.2786034442	0.2462	3094.82513	0
FOXD4L3	9	70917782	70920000	protein_coding	0.0475577315	6	-1.4772804162	-0.520992446	50.0117952347	0.1875	336.15283	0
LRP1	12	57522281	57607125	protein_coding	1	2	-0.1086055735	1.770959327	0.0176928521	0.1443	526.27186	0
CSNK1E	22	38686696	38713413	protein_coding	0.9517124971	7	0.0809006551	0.883963628	30.0660533145	0.006261	43.28042	0
HUNK	21	33245627	33376377	protein_coding	0.9949929692	0	5.1236586364	-0.364251899	42.2505307856	0.08895	2500.14919	0
SLC40A1	2	190425315	190445537	protein_coding	0.9610809493	0	-0.0382237614	0.69863036	73.4135409295	0.1972	151.17274	0
OBP2A	9	138437984	138441815	protein_coding	0.00010068	0	0.5732035172	-0.746140796	94.1259731069	0.5795	7734.45791	5
KCND2	7	119913721	120390387	protein_coding	0.9656663879	18	-1.4842880321	2.365884153	16.4425572069	0.01287	25.22755	1
KDM5B	1	202694312	202778598	protein_coding	0.0001639604	2	-0.0544171404	0.74479535	2.4769992923	0.07793	245.24685	0
LPGAT1	1	211916798	212004114	protein_coding	0.9520563853	0	1.8547800418	0.755770116	51.4036329323	0.2001	11.31678	0
NAV3	12	78225068	78606792	protein_coding	0.9999997939	1	1.9502831304	2.338593593	1.6454352442	0.08482	577.63321	0
IQSEC1	3	12938541	13009198	protein_coding	0.9967127073	1	-0.5017580997	0.084315847	5.3432413305	0.04503	1214.79399	0
RNF10	12	120972131	121015397	protein_coding	0.7023652838	0	0.0371151574	1.764155881	18.13517339	0.2035	106.93114	0
KIF16B	20	16347487	16554079	protein_coding	8.81516509879155E-11	0	0.1613117538	0.053566082	77.7011087521	0.1815	982.89337	0
POU2F1	1	167298280	167396582	protein_coding	0.9928686975	1	0.5619355091	1.184531069	30.7029959896	0.06982	100.87731	0
NIT1	1	161087907	161090984	protein_coding	0.0031421544	1	-0.4615727722	0.969952589	64.5140363293	0.2211	1304.81858	0
SOX13	1	204042245	204096871	protein_coding	0.9403583053	1	0.6071389326	0.532169877	86.7126680821	0.07106	157.95662	0
NTF3	12	5603297	5604465	protein_coding	0.8169244165	3	-0.1086055735	2.481875979	48.1186600613	0.06343	726.21579	0
SKIV2L2	5	54603575	54721409	protein_coding	0.990403728	6	-0.5124599455	0.435854761	6.2337815523	0.0258	85.82584	0
FOPNL	16	15959575	15982506	protein_coding	5.24159403759876E-05	0	1.9866073417	0.205522416	48.1186600613	0.1443	2560.2307	0
COMTD1	10	76993728	76995770	protein_coding	3.4647823799145E-06	1	-0.0880774167	-0.53593843	50.0117952347	0.09138	97.13052	3
ANKRD22	10	90579658	90611732	protein_coding	1.28283752502463E-05	0	-0.5958542817	-0.036012758	84.9315876386	0.1661	877.65555	0
ZFYVE27	10	99498233	99520664	protein_coding	0.0022689749	0	0.5108901839	-0.053056217	88.8004246285	0.1063	535.80725	0
ERG	21	39751949	39870428	protein_coding	0.9530426071	1	-1.0284407996	0.130954431	17.9110639302	0.02465	22.18834	1
COQ6	14	74416954	74429813	protein_coding	2.50421822983168E-05	0	0.7129737071	0.703012609	85.6805850436	0.1994	4612.46252	0
CTAG2	X	153880245	153881853	protein_coding	0.0380618656	2	-0.1086055735	-0.017506499	50.0117952347	1.151	99.89657	5
KCNH5	14	63173290	63511956	protein_coding	0.5768028854	4	-0.5552378151	2.783778611	3.8098608162	0.02622	2072.70312	0
IL4I1	19	50392913	50400147	protein_coding	0.2050654443	0	0.453683764	0.280763356	73.6140599198	0.1539	90.84017	0
TUSC5	17	1182956	1204281	protein_coding	0.3617673476	0	1.3481450384	-0.521226181	93.5303137532	0.1645	61.22738	0
SERPINA1	14	94843083	94855153	protein_coding	2.33014602540685E-05	34	1.4599211427	-1.200507325	81.0096720925	0.4451	266.58272	1
PON2	7	95034173	95064384	protein_coding	0.0305796892	1	-0.4789403309	-0.255193737	76.1500353857	0.2038	4349.96524	0
HCAR1	12	123212152	123215129	protein_coding	0.1245496773	73	-0.8912599843	-0.66179745	29.3111582921	0.1443	238.79328	0
B4GALT3	1	161141099	161147758	protein_coding	0.0637488867	5	-0.6553470841	1.468556523	41.9084689785	0.0858	59.97959	0
GLRX3	10	131934638	131977932	protein_coding	0.5217572944	0	0.200323647	-0.613696607	48.3486671385	0.1116	2511.66261	0
TSC2	16	2097989	2138713	protein_coding	0.9999999073	0	-0.1086055735	-0.713228201	0.8728473697	0.05672	455.72964	0
TSPAN33	7	128784711	128809535	protein_coding	0.0022619414	15	0.9826210658	1.135457038	28.6329322954	0.06874	13.58554	0
NAT8L	4	2061238	2070816	protein_coding	0.3049328254	0	-2.0874106229	-0.289544929	50.0117952347	0.003057	9.68268	0
CTAGE6	7	143452181	143454843	protein_coding	0.0475577315	1	-0.459252004	0.049773092	50.0117952347	0.1443	126.17664	0
KY	3	134318764	134369864	protein_coding	2.17773646889083E-07	0	-0.34961883	1.424010215	5.8327435716	0.0989	42.49824	1
IFNA1	9	21440452	21441315	protein_coding	0.6947475314	16	0.5547142648	-1.106301268	71.0780844539	0.7055	798.7805	6
ZNRF3	22	29313376	29453476	protein_coding	0.9924356833	1	-0.0823820392	1.346199622	45.4883227176	0.1107	94.61329	0
SLC45A1	1	8378144	8404227	protein_coding	0.0265196323	0	-0.1086055735	-0.019608123	1.6690257136	0.04516	78.0534	0
C9orf16	9	130922538	130926207	protein_coding	0.108983121	0	-0.1086055735	0.039847992	63.8122198632	0.06276	49.95369	0
AKNA	9	117096432	117156685	protein_coding	0.1961495682	0	3.0934422381	-0.659468455	75.5189903279	0.4333	4847.69941	0
CPVL	7	29035246	29186153	protein_coding	1.88942312768753E-07	2	-0.9265073513	0.186411466	94.2085397499	0.4049	4577.86455	0
PLVAP	19	17462256	17488158	protein_coding	0.0005336302	0	-0.2372251649	-0.471565894	18.9018636471	0.1808	52.74155	0
CDCA3	12	6957971	6961230	protein_coding	0.8844882631	1	-0.917165222	0.409420841	76.0497758905	0.4398	46.09515	0
SCRT1	8	145554227	145559943	protein_coding	0.2775960261	0	-0.1086055735	-0.017506499	50.0117952347	0.1046	10.3722	4
EMC6	17	3572016	3572963	protein_coding	0.4894755289	0	-0.5741394548	0.617067852	52.8544468035	0.1443	3.50189	0
EPPK1	8	144939491	144952632	protein_coding	6.62229093034616E-21	0	-0.1086055735	-0.017506499	50.0117952347	0.1443	5706.98129	0
ACTR6	12	100594554	100618202	protein_coding	0.002825951	21	-0.676806469	0.06490917	35.7454588346	0.01136	24.71314	0
MEMO1	2	32092878	32235733	protein_coding	0.8223594079	0	-0.1086055735	2.597049368	54.6296296296	0.06222	29.85889	2
SGSM3	22	40766565	40806293	protein_coding	0.000002153	0	-0.2270617559	-1.091409475	1.008492569	0.04458	94.74018	0
METTL6	3	15455177	15469054	protein_coding	0.0027786377	2	1.5536219339	0.016863854	38.2814343005	0.1665	19.16525	0
FUOM	10	135168657	135171529	protein_coding	0.0104021252	0	-0.1086055735	-0.812749711	75.8728473697	0.1443	22.28332	0
GAGE13	X	49188080	49294588	protein_coding	0.0475577315	20	-0.1086055735	-0.017506499	50.0117952347	1.027	198.58178	11
MBNL2	13	97874549	98046374	protein_coding	0.8692364197	2	-1.4759484953	3.769977306	32.93819297	0.05977	21.49435	0
RASGRF2	5	80256507	80525981	protein_coding	0.9987956367	1	-1.4001625309	0.184896362	5.3432413305	0.03592	592.56723	0
FCN3	1	27695600	27701315	protein_coding	0.0121546443	3	-0.2105101359	0.153771142	72.5996697334	0.2445	193.54891	2
MICAL1	6	109765265	109777190	protein_coding	6.56691321513974E-13	0	-0.1086055735	-0.821746288	12.638594008	0.1918	2032.7154	0
TERT	5	1253286	1295162	protein_coding	0.741038019	0	-0.1086055735	-0.602794624	50.0117952347	0.1282	56.37626	0
UBE2M	19	59067078	59070343	protein_coding	0.57627019	12	-0.1086055735	0.977627233	62.7388535032	0	5.92013	0
CETN1	18	580342	582020	protein_coding	0.525841784	18	1.895092834	-0.82727949	65.3338051427	0.07672	970.42874	5
KLK3	19	51358170	51364020	protein_coding	0.0151885487	54	0.3336260058	-0.970206566	67.3566878981	0.3873	169.21248	6
HSPB3	5	53751430	53752214	protein_coding	0.0003601433	0	0.0374286415	0.190925	44.892663364	0.1781	33.16744	0
RASGRP3	2	33738941	33789798	protein_coding	0.2552597765	3	0.599649585	0.288288305	75.5838641189	0.08282	567.50125	0
